uid,cid
634, "ENGL108E"
3136, "ARCH446"
823, "MATH106"
1247, "KIN414"
903, "AFM112"
4410, "SOC461"
2058, "GSJ232"
923, "FINE275"
3850, "PSYCH499B"
3740, "HLTH479"
1093, "FINE245"
3605, "AVIA310"
3562, "SFM403"
3878, "REC351"
4063, "PHYS263"
742, "PSYCH484"
2002, "LS222"
2172, "AFM442"
3958, "ENGL208C"
2076, "SE465"
4080, "SYDE577"
859, "ME400B"
2775, "BASE32"
2042, "CHEM125"
710, "FINE405"
4811, "ERS102"
441, "RS348"
551, "ECE380"
2106, "PHYS260L"
4210, "LS213"
4809, "BME356"
2714, "SDS398R"
4753, "HIST262"
4694, "PSYCH314"
30, "HLTH472"
1118, "PLAN202"
3887, "SOC430"
4538, "EASIA207R"
3193, "THPERF221"
4502, "LS213"
4456, "SMF200"
1872, "AFM427"
2799, "INDEV474"
4891, "ENBUS411"
748, "RS450"
523, "INDEV262"
3539, "ME573"
3237, "MTE400A"
2539, "SDS367R"
2926, "CS462"
4656, "NE454C"
136, "MSE401"
3413, "PSCI310"
2243, "BIOL498B"
2715, "SYDE101L"
4598, "AFM428"
819, "RS225"
3217, "NE454C"
283, "HIST105"
865, "PHIL455"
4112, "REC425"
3813, "GEOG311"
4566, "LS326"
943, "SOCWK490R"
2036, "FINE291"
3094, "NE100"
389, "BET350"
1350, "OPTOM478"
1111, "EASIA336R"
2182, "PHIL327"
2975, "BIOL251"
4422, "SOCWK120R"
3291, "SYDE292"
4824, "HIST209"
2667, "ANTH233"
4471, "MNS410"
4157, "CS499T"
2808, "ITALST349"
4378, "AMATH331"
755, "ENGL251"
403, "ECE150"
4086, "PHIL204J"
2144, "BUS472W"
3632, "ENGL432"
1752, "BIOL414"
4148, "MATH118"
3679, "SYDE584"
387, "HIST262"
967, "CHE301"
4911, "GEOG426"
2117, "ARCH113"
1633, "ANTH251"
3724, "THPERF248"
3271, "KIN400"
1675, "ENVS201"
3153, "THPERF490"
2964, "PACS331"
2022, "RS234"
4783, "PSCI304"
322, "MUSIC327"
595, "BLKST230"
1033, "PHIL237"
192, "PSCI490"
3867, "PSYCH355"
734, "ENGL290"
2057, "SE350"
2181, "ECON441"
3887, "HUMSC101"
3770, "EARTH342"
1063, "SYDE534"
3964, "GBDA311"
2780, "SYDE292L"
3826, "RS301"
4099, "PSCI426"
1137, "GEOG426"
1093, "NE451"
3804, "GSJ315"
3035, "ERS225"
2680, "ENGL108P"
4848, "HEALTH100"
2132, "SOC406"
4990, "HLTH432B"
4358, "HLTH430"
4112, "SDS449R"
2721, "ENVS205"
231, "PACS332"
2299, "BME121"
2081, "ME360"
3670, "ERS270"
4054, "BME589"
2562, "CHE401"
3390, "HIST305"
3090, "RS315"
2621, "NE242"
4209, "EARTH471"
255, "PSYCH253R"
2921, "MATH135"
801, "AFM442"
4993, "LS327"
4259, "HIST255"
1861, "PLAN417"
856, "CIVE497"
963, "CS136L"
4977, "REC357"
2517, "HHUM288"
2803, "GEOG414"
11, "CS247"
3408, "ME535"
1307, "SOC228"
3321, "CHE298"
1936, "INTEG240"
1684, "COMMST210"
3353, "ECON443"
3707, "GERON218"
3683, "JAPAN301R"
1599, "CS489"
4031, "PLAN403"
1196, "MTE241"
3650, "OPTOM158"
1335, "HHUM241"
3785, "GER307"
910, "PD4"
3092, "RS235"
4215, "ME220"
1880, "FINE341"
4789, "SOC370"
4086, "SOC450R"
889, "NE454B"
40, "CHEM265"
3820, "ITALST312"
3537, "BIOL473"
2423, "COMMST228"
3407, "ECE101C"
4861, "ECE105"
1781, "GENE21N"
3290, "PSCI389"
3618, "NE301"
3447, "OPTOM126"
3102, "SDS311R"
791, "PSCI481"
1711, "OPTOM216"
1507, "KIN459"
2401, "ANTH202"
753, "PHARM466"
195, "CHE390"
1449, "KIN492"
3546, "PHIL224"
3128, "CHE322"
1916, "ENVS476B"
4819, "ECON483"
4769, "PSYCH335"
2448, "AVIA408"
110, "ERS253"
40, "PHIL207J"
815, "SPAN395"
1244, "AMATH361"
4930, "COMMST433"
3401, "ENGL108F"
3055, "PLAN348"
356, "STAT202"
442, "FR152"
4865, "ENGL484"
4633, "AMATH383"
217, "SOC207R"
2657, "PHARM373"
1247, "CS330"
1759, "SOCWK320R"
1983, "CROAT102"
4595, "AE224"
4718, "PHIL382"
3012, "REC306"
1573, "MUSIC427"
4045, "PACS329"
4339, "JS233"
2050, "STAT241"
251, "CHINA202R"
1429, "STAT440"
775, "HIST377R"
1008, "RS263"
3621, "PHARM127"
393, "INTEG321"
1972, "SFM329"
4613, "THPERF376"
3278, "MNS101"
3907, "GSJ320"
1576, "ECON467"
3009, "BIOL346"
4296, "NE333"
47, "BET405"
2381, "BLKST399"
1968, "PSCI302"
926, "SPAN301A"
4864, "PACS302"
1139, "AE115"
1165, "BLKST102"
801, "NE222"
2439, "MATH106"
4647, "OPTOM451"
8, "AMATH499"
3892, "PLAN349"
4950, "GEOG474"
4572, "HHUM372"
2016, "BIOL433"
2204, "BIOL489"
2331, "OPTOM152L"
4713, "PACS335"
3123, "FINE101"
4976, "AE101"
337, "ME262"
834, "EASIA202R"
3644, "HIST105"
786, "MUSIC111"
4283, "ARCH393"
754, "REC203"
1155, "BIOL455"
1703, "ECE375"
203, "GENE23R"
602, "EASIA202R"
1316, "MUSIC376"
2068, "AE499"
2570, "GBDA211"
2894, "SYDE112"
4791, "KIN453"
3518, "HIST233"
1914, "HLTH472"
2557, "SCI396"
3600, "CS135"
905, "STV304"
2760, "THPERF282"
2979, "PHIL404"
1989, "BME461"
4090, "ECE306"
655, "PHIL110A"
722, "ERS335"
3116, "MUSIC426"
3577, "EARTH421"
2258, "SOC461"
980, "SOC407"
584, "SOC407"
4275, "ENGL108D"
4292, "BUS491W"
2253, "AFM111"
3072, "SWREN443R"
214, "HIST305"
3076, "CHINA401R"
2756, "ITAL251"
332, "GSJ326"
2805, "PSCI455"
1002, "HIST369"
2948, "HIST255"
2913, "BME284L"
4165, "PHARM366"
1361, "GEOG305"
4683, "SOCWK365R"
2286, "SOC101"
903, "REC480"
2917, "COMMST228"
4884, "INTEG275"
4950, "ENVE375"
1592, "CHINA301R"
301, "GBDA211"
880, "AFM451"
3009, "BIOL475"
2128, "CIVE104"
1611, "ME567"
3485, "STAT468"
1532, "JAPAN302R"
1969, "ENGL362"
4285, "CHE230"
4294, "KIN406"
3607, "ECON484"
512, "COMMST440"
2389, "MEDVL105"
2585, "BIOL280"
4713, "PDARCH2"
4123, "GEOG490A"
211, "MUSIC100"
1195, "SMF204"
163, "CHEM331"
566, "STV202"
3647, "FR101"
3311, "CIVE105"
326, "PHARM422"
1151, "REC319"
3545, "STAT468"
1124, "CHE425"
1993, "LAT491"
2854, "RS391"
3459, "PSYCH480"
4174, "MTHEL131"
3261, "PSCI257"
3156, "BLKST302"
4842, "ENGL204"
1020, "PSCI470"
2770, "MATH115"
2862, "ERS294"
3813, "AFM334"
1922, "GRK332"
1315, "HRTS490"
3855, "PLAN451"
4512, "ME202"
135, "KIN327"
3929, "LS423"
2511, "PLAN102"
6, "NE241"
2294, "ECON212"
995, "ME563"
2828, "PSCI302"
1340, "GSJ301"
3245, "BIOL472"
1525, "ENGL463"
2280, "ARTS190"
4562, "SOC249"
3940, "BUS121W"
1142, "PHIL215"
4701, "HIST209"
1898, "AFM485"
1529, "RS462"
4246, "ARTS140"
4014, "FINE221"
4469, "HIST209"
2175, "PSCI226"
250, "PACS401"
4235, "THPERF417"
3158, "BME581"
1290, "PHYS442"
2871, "FINE224"
2304, "GSJ320"
3352, "LS461"
1087, "RS355"
2346, "STAT436"
462, "AFM446"
2184, "FINE363"
2746, "HLTH449"
1829, "MTE544"
4146, "THPERF416"
1859, "ARCH246"
3752, "PSCI426"
4727, "FR220"
3034, "COGSCI300"
4897, "LS240"
1195, "EARTH223"
4813, "PSCI363"
864, "DAC201"
1549, "MEDVL291"
3510, "AMATH353"
4101, "ENGL275"
1053, "SDS354R"
712, "BUS283W"
2711, "FR351"
4874, "ME123"
797, "HLTH358"
3921, "ECE423"
3546, "BASE42"
2094, "HIST369"
3868, "RS110"
3994, "AFM272"
4565, "MSE343"
4210, "ENVE330"
1559, "SDS496R"
731, "HRM200"
404, "ENGL292"
1198, "GER490"
2006, "BIOL448"
549, "PSCI390"
281, "PLAN233"
4900, "MEDVL306"
2311, "CIVE401"
337, "ENVS205"
210, "CHEM120"
1962, "ANTH499A"
3718, "ANTH395"
1662, "FINE407"
3232, "ME435"
3583, "KIN404"
3808, "FINE332"
2336, "PMATH347"
509, "CHEM400"
4606, "MSE333"
4598, "BUS127W"
4514, "SOC435"
3972, "EARTH436A"
3359, "STAT316"
4136, "CIVE392"
4397, "COMM321"
4248, "BLKST302"
3936, "GEOE121"
290, "CS234"
316, "RS307"
3175, "HHUM373"
581, "ENGL366"
4470, "REC306"
3925, "FINE257"
686, "ENGL309G"
2536, "PMATH450"
1038, "MATH52"
3922, "BME384"
2343, "HLTH333"
4955, "ENVS274"
504, "LS331"
2822, "PHYS467"
681, "ERS201"
3577, "STAT321"
4870, "ECE409"
4818, "HLTH101"
2824, "PACS320"
4632, "PHARM290"
1376, "CHE301"
2836, "OPTOM170"
133, "BME285"
3110, "SWREN224R"
3250, "SYDE556"
1712, "MNS10"
2701, "OPTOM258"
4400, "PHARM290"
1510, "SOC210"
2715, "PHYS111L"
773, "LS386"
1053, "PHYS434"
2289, "MNS410"
2767, "SDS450R"
4610, "PD7"
3808, "RS342"
1319, "RS180"
724, "ENGL346R"
4782, "STV302"
3341, "BLKST102"
1113, "ITALST263"
1203, "FINE246"
4362, "ERS431"
574, "PSYCH253R"
4793, "PHYS360B"
3282, "HLTH473"
59, "PACS325"
1484, "ENGL233"
2616, "ENGL104"
3430, "KIN415"
4189, "CO442"
2565, "SDS150R"
793, "MATH119"
1385, "KIN432"
4761, "PSCI439"
501, "ECE475"
2614, "REC383"
3034, "CHE241"
2171, "ANTH430"
1626, "SYDE202"
3186, "ENVS200"
4402, "HLTH410"
676, "HIST111"
1214, "FR276"
1175, "MTE111"
3627, "HIST109"
1672, "CS348"
2625, "HUMSC101"
4519, "BME462"
1149, "KIN400"
1407, "PSYCH236"
546, "SYDE181"
3283, "PSCI224"
142, "GER397"
4995, "NE202"
677, "BME101L"
3019, "SMF366"
2312, "ENGL492"
2448, "PSCI495"
1117, "COMMST192"
1038, "BIOL477L"
4992, "SOC440"
4046, "ENGL495A"
182, "SFM301"
267, "PACS316"
4932, "LS330"
1901, "ERS225"
467, "GEOG303"
3631, "SOC398R"
1777, "ENVS200"
1259, "KIN415"
4364, "ME269"
1114, "CHEM140"
233, "PHYS360B"
3295, "ARCH510"
1968, "SFM311"
265, "FR424"
2635, "MATH103"
1317, "VCULT112"
3462, "ENGL460B"
3805, "STV208"
2120, "SI242R"
196, "MGMT244"
2864, "HLTH430"
102, "PSYCH417"
2435, "SYDE383"
3260, "EARTH390"
3652, "COMMST324"
2748, "CIVE512"
3221, "PHIL447"
3937, "ECE106"
3459, "ARCH292"
2629, "EARTH336"
2278, "PHARM422"
2504, "CS493"
1436, "BIOL476"
4642, "ENGL306D"
2169, "NE353"
132, "SYDE223"
2227, "GBDA304"
1979, "PSYCH394"
1935, "RS244"
589, "PSCI493"
4927, "PD10"
3570, "PLAN471"
2497, "SYDE285"
3929, "JS235"
2289, "ENGL190"
2749, "ERS328"
2352, "AMATH442"
3510, "GEOG318"
1196, "AVIA310"
1221, "KIN100L"
4200, "SMF230"
844, "ENGL191"
2704, "EMLS110R"
2631, "KIN305"
2490, "PLAN415"
976, "FINE291"
480, "GER331"
2989, "ECE307"
1740, "OPTOM385"
4195, "SPAN210"
937, "HIST371"
2192, "BME553"
1850, "CS499R"
1991, "SMF111"
3758, "RS223"
2314, "FINE302"
2977, "OPTOM478"
1587, "JS314"
2408, "SDS357R"
3889, "SDS450R"
1026, "CHINA202R"
1190, "PHYS160L"
1769, "CHINA391R"
452, "AE225"
780, "HHUM306"
4795, "PLAN381"
1426, "SWREN411R"
2712, "ME524"
925, "PSCI231"
3899, "ENGL208E"
2104, "ECE455"
4701, "GSJ260"
3263, "ECON491"
4293, "MEDVL307"
1921, "AE299"
354, "CS456"
3678, "PSCI390"
10, "CHEM357"
1514, "GEOG430B"
2027, "MUSIC335"
2171, "PHIL324"
1851, "MUSIC428"
763, "HIST318"
1481, "PSYCH470"
1804, "SI240R"
3040, "ANTH350"
859, "RS358"
2257, "PACS313"
4841, "SWREN442R"
3592, "SPAN217"
2294, "ECE474"
4280, "MUSIC370"
1009, "SYDE544"
2271, "KIN320"
361, "HIST113"
3071, "GSJ331"
4335, "SDS415R"
3937, "PSCI485"
3844, "HIST369"
3253, "HIST274"
4519, "ENGL485"
4564, "GERON355"
2252, "MTE120"
899, "COOP2"
3362, "MTE421"
4579, "ECE250"
1262, "SYDE381"
2589, "ARCH580"
4404, "INDEV474"
2821, "PMATH432"
2468, "PSYCH257R"
1044, "PD8"
1436, "PHIL251"
858, "PSYCH236"
3108, "PHARM422"
2067, "PSCI390"
808, "CHE520"
3921, "KIN427"
3642, "COMMST432"
1304, "PSYCH357"
4400, "EARTH238"
2722, "ECON311"
846, "SDS496R"
1869, "ANTH499B"
4538, "AE199"
4505, "ECE417"
2165, "ME340"
234, "KIN104"
2809, "BUS432W"
1950, "SWREN422R"
1183, "RS258"
2636, "SOC305"
2451, "KIN310"
3062, "SMF215"
3148, "REC253"
4339, "ENGL201"
4342, "ENGL101C"
1345, "SFM309"
3580, "HRM301"
4378, "ENGL210J"
4341, "SCBUS423"
2250, "EASIA233R"
4479, "SOC207R"
3877, "PLAN431"
1259, "ANTH355"
4141, "MTE200A"
1140, "HIST359"
4794, "GEOE401"
259, "LS344"
3995, "LS322"
3320, "REC373"
2851, "GER130"
3675, "CS450"
1005, "SOCWK490R"
2718, "THPERF149"
3208, "ENVS210"
4129, "CHE314"
2256, "DAC302"
4626, "CLAS210"
1189, cid
3517, "BLKST309"
1250, "PHIL221"
4444, "ENGL209"
4337, "CHEM356"
4409, "SYDE334"
4822, "REC312"
1507, "MUSIC270"
848, "COMMST210"
1011, "PSYCH462"
3793, "ENBUS402A"
2966, "PD3"
3206, "PSCI326"
2740, "CO486"
3993, "STAT221"
3301, "RS180"
4483, "GERON245"
4372, "COMM321"
1058, "THPERF326"
3718, "RS203"
2567, "HIST350"
2904, "THPERF301"
1033, "BIOL457"
4191, "ENVS395"
2559, "LS227"
3370, "PSCI326"
3220, "BET450"
3480, "SOC462"
3555, "GEOE398"
3202, "OPTOM367"
319, "NE332"
4478, "SE350"
962, "AE495"
4357, "ENVE279"
4729, "OPTOM477"
1381, "NE100"
3554, "ECON441"
304, "PLAN405"
3864, "ECON407"
638, "THPERF389"
85, "ENGL200B"
1747, "GSJ205"
3039, "KIN356"
1846, "FINE242"
3183, "ECON381"
1253, "BME356"
3863, "CHEM212"
2755, "ACTSC455"
4076, "BIOL346"
4894, "MSE442"
4138, "SPAN201A"
2155, "VCULT101"
3195, "GBDA205"
4101, "COOP8"
4558, "CO444"
4031, "ECE406"
3050, "ECE474"
4040, "HIST266"
919, "ECE464"
1631, "RS275"
3516, "HIST266"
3160, "CHEM392A"
3441, "CIVE298"
4084, "PSCI493"
3178, "PSYCH398R"
1549, "BIOL225"
4142, "ASL102R"
492, "PHIL265"
2731, "CS241E"
2314, "CLAS352"
2614, "REC475"
2880, "MUSIC231"
1508, "HRM400"
1971, "GEOG233"
613, "ECON322"
4119, "ARTS130"
1995, "KIN308"
976, "ENGL470C"
2044, "BME588"
2731, "ERS365"
2021, "MTE421"
2138, "SMF365"
2277, "ENVE123"
2799, "OPTOM342A"
3196, "GEOG423"
2178, "SCI300"
4160, "PSYCH390"
1689, "ITALST292"
3321, "REES261"
3943, "ECE203"
1112, "CIVE332"
913, "PACS332"
3989, "KIN204L"
687, "ENGL373"
753, "BME285L"
2841, "KIN146"
3371, "PACS326"
4949, "MEDVL306"
2135, "APPLS291"
4524, "ENGL495B"
1445, "LS229"
1213, "GEOG309"
3196, "ANTH447"
4460, "RS364"
2071, "CS453"
4190, "ME540"
2800, "APPLS304R"
4192, "HIST206"
3489, "CLAS331"
3133, "ME400A"
1511, "AE497"
1906, "ENVE299"
4446, "INDG301"
4540, "BIOL443"
1411, "COMMST323"
1390, "SDS288R"
916, "PHIL305J"
3528, "ENGL201"
450, "SOC328"
3040, "CDNST212"
502, "PHIL371"
4054, "HLTH461"
2647, "ENVS178"
2734, "ACTSC423"
799, "OPTOM441"
1206, "AFM362"
3094, "ENVS474"
469, "SWREN321R"
2078, "KIN420"
1384, "GER307"
882, "ENGL202B"
2986, "ITALST265"
3101, "PHARM232"
2101, "CO430"
2672, "FINE231"
1588, "COMMST490"
1284, "PHIL320"
1802, "SDS322R"
4176, "NE486"
247, "CHE541"
3068, "ENGL324"
3595, "THPERF389"
2082, "GER301"
462, "SMF250"
2914, "PHIL321J"
1772, "ENGL461"
3070, "SOC207R"
1508, "CLAS242"
4283, "REES272"
2844, "RS237"
4908, "AFM425"
2588, "GSJ401"
4911, "GEOG202"
1516, "ANTH330"
2549, "EARTH121"
4593, "ECE484"
635, "AE377"
2085, "ENVE375"
4657, "AE224"
4194, "COMMST225"
1884, "INDENT310"
4215, "DAC329"
1949, "CS492"
1419, "BET210"
4750, "CLAS351"
3554, "PHYS396"
2448, "MSE454"
4341, "THPERF361"
2083, "SOC210"
3222, "GSJ371"
719, "SMF204"
4553, "NE201"
3758, "NE281"
4282, "CS348"
2617, "PMATH333"
4697, "ME321"
411, "CHEM350L"
1094, "PHARM232"
1043, "OPTOM258"
2196, "BME384"
3085, "RS285"
2153, "THPERF301"
1190, "LS101"
3895, "INDEV490A"
1209, "GERON245"
419, "BLKST302"
4086, "PHARM125"
4117, "SYDE211"
2680, "PHYS112L"
637, "PLAN478"
4094, "HIST257"
2597, "GENE21E"
1237, "STAT334"
3465, "CS343"
1475, "CHEM491B"
508, "AE125"
137, "HRM400"
2388, "PSCI302"
3670, "RS395"
997, "AMATH445"
289, "SOC334"
718, "HIST389"
235, "PACS329"
362, "BIOL452"
4683, "GEOE400"
4642, "PLAN340"
3092, "HIST359"
1307, "SCBUS424"
4837, "OPTOM375L"
894, "PSYCH308"
4899, "ENGL213"
2229, "GSJ232"
4894, "SFM201"
2590, "CIVE341"
47, "ENVE583"
93, "KIN407"
4631, "PHIL363"
2979, "ANTH355"
3461, "GER180"
3714, "AFM427"
750, "AFM207"
3806, "OPTOM261"
784, "MTE262"
2889, "HHUM372"
3596, "AE405"
2659, "ENGL485"
4173, "AMATH343"
4582, "ENVS474"
4125, "PSCI456"
4163, "ANTH371"
4162, "PSYCH466"
1888, "COMMST193"
597, "GENE21D"
1225, "ENBUS410"
1466, "GEOG320"
2216, "EARTH123"
3939, "SMF499B"
1675, "NE381"
1791, "ARABIC120R"
4463, "HIST271"
885, "RS270"
929, "ARCH126"
3787, "AE100"
3956, "FINE342"
4761, "THPERF306"
1239, "ECON392"
395, "CS485"
4270, "CHEM491A"
4483, "SDS441R"
1233, "EARTH336"
333, "SOCWK399R"
4370, "MUSIC117"
516, "AE301"
310, "SOCWK321R"
1336, "MSE300A"
3246, "LAT490"
4250, "GER211"
2653, "ENBUS375"
3100, "SMF308"
3748, "LS403"
3704, "AMATH373"
4727, "INNOV200"
909, "KIN416"
3268, "INDENT310"
144, "MATH211"
3253, "ENGL347"
4343, "ENGL208G"
3737, "KIN346"
3897, "ENVE401"
4733, "ENGL470C"
4384, "SI240R"
3265, "BME181"
4042, "GENE21K"
1640, "SMF499B"
3383, "INNOV300"
1058, "PHARM329"
159, "NE481"
2855, "ME423"
972, "CMW363"
4266, "MTHEL131"
3428, "CO380"
4889, "PSCI302"
2744, "AFM231"
1102, "BASE46"
307, "COMMST490"
3321, "INTST101"
4859, "CIVE353"
490, "OPTOM367"
2497, "BUS445W"
3689, "GENE21E"
1843, "GEOG428"
3313, "ENGL233"
2974, "AE298"
3611, "GERON201"
1047, "AVIA307"
3645, "KIN104L"
577, "INTEG499"
3128, "CS246E"
3119, "CS451"
237, "PLAN100"
424, "SCBUS225"
3630, "ME201"
4134, "PHYS483"
2375, "SCI266"
3381, "SOC362"
297, "ECON489"
2807, "SOC280"
4281, "PLAN233"
1886, "PSYCH352"
3097, "PACS327"
4808, "PHYS260L"
1135, "GSJ463"
3676, "BME581"
792, "BIOL323"
863, "CIVE298"
3887, "PSCI391"
1886, "GEOG314"
2378, "GENE503"
1641, "ECE484"
2732, "BME400"
3579, "GSJ315"
4534, "SDS205R"
966, "SWREN471R"
3219, "CLAS100"
277, "LS351"
1003, "ENVE398"
2016, "SPAN201A"
4133, "HLTH430"
2743, "SFM311"
1100, "KIN326"
1356, "OPTOM245L"
3219, "REC422"
3950, "LAT341"
3967, "REES385"
35, "SCI207"
39, "COMMST103"
1312, "HHUM241"
3537, "PSYCH397"
1448, "PACS202"
1559, "MATH145"
4762, "SE401"
3674, "CIVE341"
25, "GEOE115"
656, "GSJ232"
784, "BUS455W"
617, "SDS288R"
3736, "CS231"
204, "MATH114"
3299, "PSCI348"
4613, "SOC433"
2897, "FINE272"
1384, "BIOL150"
4484, "ACTSC423"
4031, "BIOL280"
1587, "ENGL240R"
390, "SWREN422R"
3294, "BIOL342"
4669, "GEOG319"
1288, "PSCI254"
3679, "RS495"
1641, "MTE400A"
809, "COMMST111"
401, "CLAS361"
224, "CIVE199"
1895, "CS230"
334, "REC405"
2004, "VCULT300"
3231, "PSCI299"
4306, "ANTH440"
1916, "FR192B"
3990, "SMF308"
2627, "LS428"
1251, "GEOG430C"
3165, "PLAN419"
4736, "DAC278"
3799, "PSYCH483"
2230, "AFM311"
1318, "BIOL308"
355, "NE202"
4094, "ENGL328"
4463, "EARTH121"
1195, "MATH245"
4104, "PLAN441"
1796, "GENE23K"
4305, "AMATH342"
2123, "CIVE422"
841, "PHIL340"
2665, "PSCI432"
1953, "RS262"
4864, "CHEM383"
2073, "BLKST317"
1178, "ME540"
4939, "OPTOM139"
969, "PMATH334"
2941, "OPTOM458"
4308, "ECON423"
245, "GSJ102"
3091, "ENBUS475"
1993, "ECE452"
216, "MTE100"
3794, "INDEV302"
1657, "PSCI400"
137, "SFM201"
3430, "SYDE182"
56, "EARTH333"
4337, "PLAN211"
2009, "ENGL372"
4512, "HRM200"
4137, "SOC222"
4188, "CS246"
3300, "COMMST399"
1706, "CIVE499"
1381, "ERS294"
251, "ACTSC232"
2476, "OPTOM139"
3879, "ANTH382"
249, "ENGL210F"
448, "SMF218"
2004, "STAT316"
2431, "FR251"
333, "VCULT101"
2685, "GEOG202"
3352, "SCI211"
1239, "RS350"
4192, "CLAS260"
806, "MUSIC381"
1215, "SOCWK120R"
2694, "PHYS437B"
4497, "DUTCH102"
3359, "ARBUS302"
1792, "LAT291"
4195, "PHYS474"
706, "MUSIC491"
1659, "BME186"
1689, "ECON409"
4338, "PHIL422"
1554, "SOC225"
1141, "PHIL204J"
3202, "INTEG499B"
4387, "SDS431R"
2564, "ERS372"
4421, "ECE453"
1838, "FR252"
3532, "CMW364"
3952, "CS116"
421, "GRK101"
1501, "BME582"
3421, "AMATH391"
245, "ENGL326"
44, "PHYS260B"
1011, "INDEV490A"
668, "CHE574"
4691, "SOC200"
1326, "PHIL251"
2294, "PSCI348"
4263, "PHARM475"
4506, "REC319"
1394, "LS344"
3306, "BME551"
1787, "SPAN400"
2279, "PLAN133"
2665, "CLAS241"
3242, "HIST207"
2755, "SOC432"
2983, "KOREA102R"
276, "ME321"
3784, "NE345"
3620, "CHEM360L"
138, "GSJ331"
2703, "SPAN290"
280, "GBDA306"
1963, "CHEM266L"
3597, "AFM272"
775, "GERON401B"
517, "PSYCH457"
2963, "REC319"
991, "BIOL273"
3940, "BLKST240"
4817, "PHARM476"
4560, "GSJ402"
3996, "ARCH493"
1795, "PSYCH499B"
1413, "EARTH421"
792, "NE113"
1601, "CS487"
1789, "HLTH303"
1025, "RS218"
4966, "BME301"
4885, "BET450"
2862, "PMATH464"
2034, "SMF310"
1246, "FINE231"
3210, "GEOG490A"
4661, "COMM231"
2633, "THPERF380"
1673, "CDNST101"
4420, "RS250"
2291, "SCI227"
1499, "PHYS115"
3043, "CHE483"
4318, "CHINA320R"
1169, "BIOL479"
2251, "ACTSC431"
2487, "BLKST309"
4658, "BIOL442"
4970, "ME563"
718, "MATBUS472"
2802, "KOREA202R"
1106, "CLAS123"
2944, "ENGL210F"
427, "ECE301"
155, "AFM111"
3267, "MSE100"
2702, "AMATH342"
208, "AFM132"
2898, "COOP10"
1489, "STV306"
2664, "ECON474"
73, "CHE341"
2963, "CHEM494A"
1970, "ARCH292"
762, "SOC465"
1607, "ENVE224"
3571, "ENVE121"
383, "LS271"
1132, "GSJ408"
4067, "KIN221"
2741, "SFM329"
1640, "MATH215"
1725, "ENGL430A"
1229, "STAT332"
2501, "CHE231"
465, "AFM477"
1450, "CHEM221"
4655, "REC251"
3815, "ECE409"
4030, "ENGL322"
4053, "ERS402"
2031, "ENGL322"
4120, "STAT331"
4608, "BME182"
1322, "CHEM430"
879, "PSCI300"
4830, "CHEM266L"
2826, "ENVS401"
2813, "SYDE201"
3597, "HRM200"
1936, "CS449"
4981, "ME538"
4923, "FR297"
480, "BET405"
2586, "ME538"
1079, "LAT291"
898, "EASIA360R"
1349, "COOP6"
3552, "COMMST420"
24, "EASIA363R"
3262, "OPTOM346"
3335, "PLAN281"
795, "ENGL233"
4573, "AFM422"
3960, "HIST258"
4507, "KIN427"
196, "GBDA205"
585, "ECE455"
409, "ERS101"
1177, "ERS288"
3509, "INDG272"
3644, "BIOL462"
94, "MSE541"
689, "ACTSC391"
4212, "PSYCH354R"
95, "ERS342"
2875, "INTEG420B"
4191, "GBDA204"
3915, "PHARM377"
2661, "ECE208"
2962, "SMF310"
3653, "HIST309"
355, "CS348"
611, "BIOL477L"
4854, "CHINA301R"
2135, "PSYCH444R"
3654, "GSJ326"
160, "HIST319"
1233, "ENGL485"
173, "SDS399R"
1353, "GEOG225"
3528, "PHARM422"
1454, "PHIL422"
2552, "BIOL476"
2062, "GEOG423"
4046, "AFM444"
2040, "ECE414"
3736, "SOC204R"
2867, "KIN464"
677, "ITALST242"
2641, "CIVE204"
3111, "OPTOM375L"
4234, "HIST316"
1765, "EARTH435"
2136, "JS237"
2070, "REC357"
1926, "GEOG349"
2565, "INTEG251"
2792, "LS221"
2595, "THPERF343"
3540, "SOCWK321R"
535, "SOC302"
2810, "PHIL224"
1191, "ME540"
2766, "BME401"
2900, "BME401"
1161, "RS266"
2979, "OPTOM347L"
196, "PLAN485"
1615, "GRK491"
4581, "KIN140L"
1047, "FINE130"
3102, "PHIL224"
1868, "CLAS341"
1027, "RS495"
4826, "CHEM433"
2667, "GER283"
3165, "PHYS121"
1707, "HLTH102"
3268, "SCBUS223"
4599, "CLAS221"
40, "AFM444"
1074, "LS280"
4105, "CHEM350L"
3495, "CO440"
4465, "SE498"
896, "HIST210"
2671, "PHIL482"
322, "PHYS115"
3881, "CS245"
1223, "COMM231"
3138, "PD12"
1373, "PSYCH316"
995, "BUS127W"
2316, "SMF204"
3557, "HLTH230"
1426, "HIST271"
1516, "RS204"
2623, "LS101"
3031, "ERS245"
3393, "ITALST291"
261, "FINE342"
4463, "ARCH246"
2143, "LS373"
1015, "ITAL102"
2988, "KIN221"
4416, "ENBUS211"
3211, "AFM426"
4989, "EASIA203R"
3136, "STAT464"
1052, "ENGL290"
3053, "HLTH442"
4080, "SOC404"
747, "ECE350"
3474, "HIST315"
4475, "REES240"
860, "SOCWK390B"
604, "ENGL375"
4387, "PSCI426"
1561, "ENBUS411"
3938, "EASIA276R"
383, "HHUM306"
414, "PMATH465"
1065, "GEOG403"
1781, "ACTSC391"
