uid1,uid2
746, 1011
1011, 746
973, 4208
4208, 973
1208, 2762
2762, 1208
1693, 4497
4497, 1693
2880, 3306
3306, 2880
3031, 3475
3475, 3031
1563, 2172
2172, 1563
873, 3977
3977, 873
1629, 3731
3731, 1629
4533, 4739
4739, 4533
1331, 1822
1822, 1331
550, 4640
4640, 550
624, 4589
4589, 624
622, 4516
4516, 622
2516, 3379
3379, 2516
2655, 4477
4477, 2655
911, 1586
1586, 911
2301, 2444
2444, 2301
2545, 2804
2804, 2545
2763, 4949
4949, 2763
3190, 3481
3481, 3190
1854, 2105
2105, 1854
2643, 4251
4251, 2643
52, 3208
3208, 52
430, 2602
2602, 430
2546, 4318
4318, 2546
2100, 2511
2511, 2100
4276, 4278
4278, 4276
1843, 4575
4575, 1843
1810, 2183
2183, 1810
507, 3199
3199, 507
2119, 3692
3692, 2119
1609, 3590
3590, 1609
742, 1561
1561, 742
1301, 3245
3245, 1301
187, 750
750, 187
1012, 2553
2553, 1012
946, 4185
4185, 946
299, 4374
4374, 299
1842, 2229
2229, 1842
677, 735
735, 677
615, 1577
1577, 615
3429, 4355
4355, 3429
1963, 3687
3687, 1963
772, 4944
4944, 772
445, 4549
4549, 445
472, 2208
2208, 472
726, 3256
3256, 726
1840, 3472
3472, 1840
3409, 3514
3514, 3409
2751, 3514
3514, 2751
277, 3810
3810, 277
2538, 4160
4160, 2538
1187, 3442
3442, 1187
2278, 2543
2543, 2278
41, 1998
1998, 41
3984, 4361
4361, 3984
2757, 3709
3709, 2757
143, 962
962, 143
944, 1213
1213, 944
1560, 3431
3431, 1560
118, 3349
3349, 118
485, 4082
4082, 485
2374, 2601
2601, 2374
931, 2856
2856, 931
1120, 3509
3509, 1120
2634, 2713
2713, 2634
438, 2923
2923, 438
398, 3524
3524, 398
1525, 2282
2282, 1525
898, 3847
3847, 898
3461, 4562
4562, 3461
667, 1470
1470, 667
1353, 4427
4427, 1353
1106, 1517
1517, 1106
527, 3530
3530, 527
2685, 3001
3001, 2685
2910, 3119
3119, 2910
1065, 1866
1866, 1065
963, 1589
1589, 963
1508, 3375
3375, 1508
4477, 4778
4778, 4477
272, 3169
3169, 272
167, 901
901, 167
1965, 4782
4782, 1965
24, 3067
3067, 24
2361, 4193
4193, 2361
1025, 3756
3756, 1025
3375, 3424
3424, 3375
3605, 3886
3886, 3605
1099, 4644
4644, 1099
907, 1441
1441, 907
258, 3247
3247, 258
2178, 4085
4085, 2178
113, 614
614, 113
2742, 3669
3669, 2742
572, 4346
4346, 572
1520, 1641
1641, 1520
117, 4705
4705, 117
4384, 4913
4913, 4384
387, 3253
3253, 387
1242, 3767
3767, 1242
1586, 4331
4331, 1586
777, 1718
1718, 777
2234, 4552
4552, 2234
3679, 4343
4343, 3679
214, 292
292, 214
3654, 4286
4286, 3654
2776, 3788
3788, 2776
408, 4480
4480, 408
769, 4459
4459, 769
3888, 4867
4867, 3888
2062, 2166
2166, 2062
2760, 4194
4194, 2760
2139, 3352
3352, 2139
1336, 4691
4691, 1336
1382, 2592
2592, 1382
3456, 4836
4836, 3456
679, 1159
1159, 679
2007, 3583
3583, 2007
2884, 4610
4610, 2884
1356, 2310
2310, 1356
1540, 4871
4871, 1540
2501, 4091
4091, 2501
918, 2838
2838, 918
391, 3321
3321, 391
227, 2166
2166, 227
1046, 3023
3023, 1046
3676, 4960
4960, 3676
406, 596
596, 406
459, 2674
2674, 459
1335, 4065
4065, 1335
2892, 4097
4097, 2892
1658, 2998
2998, 1658
3289, 3733
3733, 3289
749, 935
935, 749
587, 2859
2859, 587
337, 1930
1930, 337
808, 1515
1515, 808
2578, 2594
2594, 2578
2908, 4980
4980, 2908
2066, 2419
2419, 2066
1741, 2659
2659, 1741
1597, 4600
4600, 1597
348, 2469
2469, 348
2202, 4939
4939, 2202
3254, 3523
3523, 3254
4119, 4725
4725, 4119
4816, 4838
4838, 4816
394, 720
720, 394
91, 719
719, 91
915, 1920
1920, 915
946, 1233
1233, 946
2750, 2835
2835, 2750
2008, 2198
2198, 2008
4093, 4601
4601, 4093
1296, 4621
4621, 1296
2185, 3965
3965, 2185
443, 4153
4153, 443
522, 4446
4446, 522
2829, 3478
3478, 2829
3338, 3355
3355, 3338
973, 4318
4318, 973
1644, 2271
2271, 1644
1580, 2286
2286, 1580
1813, 2265
2265, 1813
379, 4518
4518, 379
3145, 3872
3872, 3145
163, 3173
3173, 163
1371, 3051
3051, 1371
956, 2809
2809, 956
758, 2070
2070, 758
2369, 4782
4782, 2369
252, 2841
2841, 252
1115, 1526
1526, 1115
240, 4709
4709, 240
90, 1732
1732, 90
3310, 4474
4474, 3310
727, 4046
4046, 727
173, 454
454, 173
3497, 4300
4300, 3497
1279, 4751
4751, 1279
1630, 3288
3288, 1630
3804, 4982
4982, 3804
3585, 4120
4120, 3585
281, 926
926, 281
1157, 3226
3226, 1157
2046, 3324
3324, 2046
3376, 4131
4131, 3376
572, 1260
1260, 572
492, 1496
1496, 492
3716, 4172
4172, 3716
2322, 2626
2626, 2322
1415, 3642
3642, 1415
3409, 4429
4429, 3409
148, 4315
4315, 148
702, 1491
1491, 702
641, 1969
1969, 641
2951, 4490
4490, 2951
69, 4961
4961, 69
2663, 3269
3269, 2663
1709, 4469
4469, 1709
1765, 3058
3058, 1765
1397, 2662
2662, 1397
194, 876
876, 194
4316, 4702
4702, 4316
281, 3504
3504, 281
3340, 3669
3669, 3340
1512, 1831
1831, 1512
27, 2052
2052, 27
937, 3027
3027, 937
2942, 4912
4912, 2942
1815, 3710
3710, 1815
3449, 3962
3962, 3449
921, 989
989, 921
3448, 4491
4491, 3448
3599, 3906
3906, 3599
100, 2688
2688, 100
394, 4855
4855, 394
1228, 4300
4300, 1228
3160, 4209
4209, 3160
204, 4731
4731, 204
1737, 4177
4177, 1737
1342, 3089
3089, 1342
711, 2468
2468, 711
578, 2289
2289, 578
996, 2048
2048, 996
1842, 3762
3762, 1842
456, 1545
1545, 456
98, 1837
1837, 98
3181, 3342
3342, 3181
1086, 1160
1160, 1086
1260, 3033
3033, 1260
690, 2880
2880, 690
623, 1658
1658, 623
3566, 4846
4846, 3566
804, 3167
3167, 804
1642, 4266
4266, 1642
1898, 1977
1977, 1898
2395, 2783
2783, 2395
1361, 4778
4778, 1361
3637, 4497
4497, 3637
4304, 4960
4960, 4304
4373, 4565
4565, 4373
926, 1817
1817, 926
1067, 2988
2988, 1067
2397, 3768
3768, 2397
2125, 3080
3080, 2125
251, 3341
3341, 251
786, 2187
2187, 786
3554, 3866
3866, 3554
4183, 4791
4791, 4183
1036, 1581
1581, 1036
1268, 2870
2870, 1268
2527, 3999
3999, 2527
3547, 4580
4580, 3547
608, 4517
4517, 608
3629, 4390
4390, 3629
1740, 3619
3619, 1740
262, 3880
3880, 262
2708, 4195
4195, 2708
415, 2028
2028, 415
4528, 4802
4802, 4528
1996, 2619
2619, 1996
81, 3845
3845, 81
377, 2675
2675, 377
2248, 4560
4560, 2248
1674, 3507
3507, 1674
2252, 2989
2989, 2252
1070, 2080
2080, 1070
400, 565
565, 400
1759, 3056
3056, 1759
549, 4071
4071, 549
1512, 1644
1644, 1512
2088, 3497
3497, 2088
581, 2074
2074, 581
1104, 1849
1849, 1104
687, 4944
4944, 687
556, 4461
4461, 556
819, 899
899, 819
2346, 3159
3159, 2346
3564, 4479
4479, 3564
355, 391
391, 355
47, 4210
4210, 47
2763, 4201
4201, 2763
4891, 4988
4988, 4891
1000, 4478
4478, 1000
2755, 2805
2805, 2755
1379, 2030
2030, 1379
1016, 1978
1978, 1016
163, 1510
1510, 163
464, 684
684, 464
249, 530
530, 249
2289, 3914
3914, 2289
765, 1578
1578, 765
548, 3041
3041, 548
801, 3487
3487, 801
128, 2455
2455, 128
4088, 4233
4233, 4088
1989, 3652
3652, 1989
2042, 4976
4976, 2042
165, 3276
3276, 165
1689, 3360
3360, 1689
1410, 1501
1501, 1410
4441, 4536
4536, 4441
974, 2102
2102, 974
988, 1219
1219, 988
2598, 3329
3329, 2598
351, 2096
2096, 351
572, 752
752, 572
1458, 3585
3585, 1458
1611, 3827
3827, 1611
1017, 3088
3088, 1017
735, 3375
3375, 735
1526, 3904
3904, 1526
3273, 4033
4033, 3273
2298, 3602
3602, 2298
866, 2518
2518, 866
921, 2225
2225, 921
1781, 3083
3083, 1781
783, 4735
4735, 783
493, 2687
2687, 493
3049, 4675
4675, 3049
1535, 3027
3027, 1535
2710, 2765
2765, 2710
509, 2631
2631, 509
172, 1548
1548, 172
538, 1117
1117, 538
3758, 4613
4613, 3758
1447, 1867
1867, 1447
1999, 2380
2380, 1999
151, 1610
1610, 151
1436, 3206
3206, 1436
1912, 3135
3135, 1912
1138, 1297
1297, 1138
3032, 3166
3166, 3032
1685, 3910
3910, 1685
550, 4510
4510, 550
4490, 4912
4912, 4490
460, 1584
1584, 460
4154, 4963
4963, 4154
573, 3181
3181, 573
4322, 4547
4547, 4322
1888, 2899
2899, 1888
2485, 4875
4875, 2485
86, 4002
4002, 86
2191, 3839
3839, 2191
3354, 4506
4506, 3354
2621, 3423
3423, 2621
83, 3704
3704, 83
2070, 3320
3320, 2070
2141, 2971
2971, 2141
4254, 4389
4389, 4254
3132, 3531
3531, 3132
1989, 4270
4270, 1989
2756, 4937
4937, 2756
1029, 4871
4871, 1029
1367, 4866
4866, 1367
1545, 2694
2694, 1545
573, 3315
3315, 573
1629, 4085
4085, 1629
2330, 4132
4132, 2330
1387, 2458
2458, 1387
167, 4475
4475, 167
47, 1929
1929, 47
1049, 1150
1150, 1049
3280, 3378
3378, 3280
519, 1335
1335, 519
2267, 4907
4907, 2267
3000, 4492
4492, 3000
569, 698
698, 569
1035, 2191
2191, 1035
3875, 3938
3938, 3875
403, 1160
1160, 403
482, 1453
1453, 482
161, 2566
2566, 161
2067, 3506
3506, 2067
638, 2905
2905, 638
3222, 3908
3908, 3222
2448, 2824
2824, 2448
166, 816
816, 166
1754, 3167
3167, 1754
1241, 3548
3548, 1241
764, 2428
2428, 764
375, 4373
4373, 375
33, 4609
4609, 33
1347, 3193
3193, 1347
1056, 4707
4707, 1056
526, 1509
1509, 526
2537, 2650
2650, 2537
2373, 3939
3939, 2373
2, 950
950, 2
1347, 3543
3543, 1347
564, 2151
2151, 564
1505, 1685
1685, 1505
939, 4657
4657, 939
662, 3625
3625, 662
823, 4482
4482, 823
150, 3450
3450, 150
1005, 3964
3964, 1005
1404, 1983
1983, 1404
1187, 3446
3446, 1187
282, 1125
1125, 282
239, 489
489, 239
3548, 4966
4966, 3548
2469, 2492
2492, 2469
2200, 4519
4519, 2200
701, 1459
1459, 701
257, 3697
3697, 257
3445, 3683
3683, 3445
1714, 4252
4252, 1714
4508, 4900
4900, 4508
2357, 4129
4129, 2357
4445, 4551
4551, 4445
2270, 4884
4884, 2270
327, 844
844, 327
1330, 3508
3508, 1330
1225, 1994
1994, 1225
1804, 3364
3364, 1804
2798, 4222
4222, 2798
1050, 4622
4622, 1050
2492, 4704
4704, 2492
551, 3743
3743, 551
55, 3539
3539, 55
1474, 1917
1917, 1474
4120, 4387
4387, 4120
2886, 3288
3288, 2886
1377, 1984
1984, 1377
708, 2414
2414, 708
341, 900
900, 341
977, 2050
2050, 977
925, 3580
3580, 925
2685, 3005
3005, 2685
4779, 4962
4962, 4779
1857, 4314
4314, 1857
610, 2229
2229, 610
3245, 4510
4510, 3245
1810, 3155
3155, 1810
320, 1901
1901, 320
165, 4996
4996, 165
1591, 4545
4545, 1591
543, 3636
3636, 543
2044, 2046
2046, 2044
906, 4627
4627, 906
806, 3457
3457, 806
1286, 4848
4848, 1286
3715, 4809
4809, 3715
843, 4278
4278, 843
1247, 1887
1887, 1247
41, 392
392, 41
2490, 4203
4203, 2490
2901, 3545
3545, 2901
1073, 1707
1707, 1073
174, 4304
4304, 174
2322, 4777
4777, 2322
1907, 2283
2283, 1907
1641, 3103
3103, 1641
381, 2503
2503, 381
2399, 3684
3684, 2399
4324, 4866
4866, 4324
895, 2724
2724, 895
1151, 4407
4407, 1151
1019, 3699
3699, 1019
2104, 4675
4675, 2104
533, 2493
2493, 533
2931, 3141
3141, 2931
674, 1974
1974, 674
1041, 2145
2145, 1041
759, 2432
2432, 759
1851, 2135
2135, 1851
2413, 4090
4090, 2413
3261, 3433
3433, 3261
89, 1297
1297, 89
2537, 3752
3752, 2537
1518, 2083
2083, 1518
604, 4372
4372, 604
1278, 2596
2596, 1278
1732, 2012
2012, 1732
335, 949
949, 335
1644, 3885
3885, 1644
302, 4973
4973, 302
54, 1461
1461, 54
1590, 4588
4588, 1590
2168, 2350
2350, 2168
4573, 4923
4923, 4573
1285, 3952
3952, 1285
3846, 4594
4594, 3846
2473, 4117
4117, 2473
1118, 2499
2499, 1118
548, 2346
2346, 548
799, 3685
3685, 799
2657, 3645
3645, 2657
1335, 4419
4419, 1335
3117, 4569
4569, 3117
4049, 4549
4549, 4049
613, 4434
4434, 613
2023, 2726
2726, 2023
2809, 3635
3635, 2809
247, 3330
3330, 247
1833, 2602
2602, 1833
2371, 3409
3409, 2371
148, 318
318, 148
1252, 4542
4542, 1252
985, 4198
4198, 985
453, 4337
4337, 453
3508, 3794
3794, 3508
3127, 4102
4102, 3127
2125, 4292
4292, 2125
4774, 4781
4781, 4774
3774, 4852
4852, 3774
3233, 3939
3939, 3233
1130, 4148
4148, 1130
595, 606
606, 595
3117, 3764
3764, 3117
2340, 4072
4072, 2340
879, 3748
3748, 879
3539, 4396
4396, 3539
3312, 4390
4390, 3312
1776, 2983
2983, 1776
573, 1197
1197, 573
479, 781
781, 479
2200, 3661
3661, 2200
52, 4127
4127, 52
2107, 2157
2157, 2107
4898, 4951
4951, 4898
1338, 4046
4046, 1338
937, 3702
3702, 937
67, 3065
3065, 67
1837, 4898
4898, 1837
218, 982
982, 218
1042, 2183
2183, 1042
2817, 3606
3606, 2817
716, 4642
4642, 716
2636, 3036
3036, 2636
2018, 4155
4155, 2018
1304, 3122
3122, 1304
218, 1921
1921, 218
1484, 4221
4221, 1484
759, 2245
2245, 759
1473, 1588
1588, 1473
2844, 2958
2958, 2844
2131, 4971
4971, 2131
1853, 1994
1994, 1853
2498, 3452
3452, 2498
1580, 1835
1835, 1580
585, 3004
3004, 585
609, 1146
1146, 609
3585, 4474
4474, 3585
1004, 4119
4119, 1004
2626, 2856
2856, 2626
535, 4580
4580, 535
425, 1968
1968, 425
4062, 4813
4813, 4062
1038, 3888
3888, 1038
929, 4884
4884, 929
1507, 2646
2646, 1507
1939, 3057
3057, 1939
618, 4241
4241, 618
1027, 2948
2948, 1027
1419, 1486
1486, 1419
3595, 4007
4007, 3595
940, 3703
3703, 940
959, 4884
4884, 959
157, 998
998, 157
110, 2872
2872, 110
612, 4022
4022, 612
2095, 4105
4105, 2095
1376, 2728
2728, 1376
2716, 4977
4977, 2716
2798, 4787
4787, 2798
126, 2816
2816, 126
3180, 3391
3391, 3180
1803, 3704
3704, 1803
2692, 3802
3802, 2692
2809, 4387
4387, 2809
1914, 4474
4474, 1914
950, 4956
4956, 950
1664, 4299
4299, 1664
721, 932
932, 721
817, 1394
1394, 817
1152, 3370
3370, 1152
37, 4437
4437, 37
1981, 2663
2663, 1981
1549, 3006
3006, 1549
3903, 4136
4136, 3903
3793, 4907
4907, 3793
2337, 3237
3237, 2337
2510, 3165
3165, 2510
2720, 3941
3941, 2720
2351, 2354
2354, 2351
2086, 2837
2837, 2086
86, 3925
3925, 86
1162, 1405
1405, 1162
4280, 4594
4594, 4280
1669, 3838
3838, 1669
1376, 2273
2273, 1376
1968, 3905
3905, 1968
966, 4095
4095, 966
1879, 3833
3833, 1879
220, 491
491, 220
1985, 3670
3670, 1985
2668, 2946
2946, 2668
709, 2345
2345, 709
3224, 4332
4332, 3224
1873, 1924
1924, 1873
2764, 4347
4347, 2764
2848, 4984
4984, 2848
2241, 3259
3259, 2241
155, 2883
2883, 155
3605, 3650
3650, 3605
979, 1832
1832, 979
103, 4413
4413, 103
414, 2585
2585, 414
2385, 2607
2607, 2385
1304, 4224
4224, 1304
1742, 2915
2915, 1742
352, 3777
3777, 352
2277, 4205
4205, 2277
1160, 2001
2001, 1160
2621, 2675
2675, 2621
527, 1684
1684, 527
840, 2935
2935, 840
4282, 4750
4750, 4282
755, 2073
2073, 755
3203, 4528
4528, 3203
3618, 4770
4770, 3618
589, 2535
2535, 589
3177, 4246
4246, 3177
2528, 3800
3800, 2528
140, 1396
1396, 140
398, 3906
3906, 398
1552, 2767
2767, 1552
491, 3666
3666, 491
1521, 2491
2491, 1521
239, 4384
4384, 239
987, 2557
2557, 987
3428, 3841
3841, 3428
1261, 2537
2537, 1261
712, 4015
4015, 712
1190, 3825
3825, 1190
1437, 4456
4456, 1437
4267, 4761
4761, 4267
2775, 3626
3626, 2775
884, 1274
1274, 884
1, 2876
2876, 1
193, 3985
3985, 193
1572, 3718
3718, 1572
785, 864
864, 785
1401, 3082
3082, 1401
1812, 4868
4868, 1812
2991, 3816
3816, 2991
704, 1464
1464, 704
1787, 4057
4057, 1787
772, 3261
3261, 772
195, 1937
1937, 195
3642, 4658
4658, 3642
2249, 3714
3714, 2249
1466, 3076
3076, 1466
822, 2974
2974, 822
1845, 3072
3072, 1845
663, 2163
2163, 663
349, 1249
1249, 349
698, 2157
2157, 698
272, 1002
1002, 272
2205, 3765
3765, 2205
3394, 3401
3401, 3394
1327, 3267
3267, 1327
1744, 3555
3555, 1744
1504, 1624
1624, 1504
2151, 2374
2374, 2151
1177, 4612
4612, 1177
2249, 2909
2909, 2249
2001, 3561
3561, 2001
363, 1655
1655, 363
516, 2651
2651, 516
1822, 2283
2283, 1822
2319, 3089
3089, 2319
1293, 2693
2693, 1293
16, 4930
4930, 16
1797, 2226
2226, 1797
3101, 4064
4064, 3101
2796, 3428
3428, 2796
733, 4756
4756, 733
2733, 3079
3079, 2733
2867, 3079
3079, 2867
3940, 4984
4984, 3940
543, 1599
1599, 543
3361, 3587
3587, 3361
2216, 3499
3499, 2216
589, 3637
3637, 589
303, 799
799, 303
135, 2154
2154, 135
1618, 2237
2237, 1618
657, 3956
3956, 657
1703, 4038
4038, 1703
684, 4813
4813, 684
1071, 3007
3007, 1071
957, 3659
3659, 957
3405, 4424
4424, 3405
1397, 1487
1487, 1397
1598, 3463
3463, 1598
2021, 3566
3566, 2021
1728, 2755
2755, 1728
1834, 4871
4871, 1834
177, 1225
1225, 177
334, 4592
4592, 334
1428, 3402
3402, 1428
536, 754
754, 536
378, 3551
3551, 378
51, 2402
2402, 51
2379, 4563
4563, 2379
2478, 3229
3229, 2478
3240, 3552
3552, 3240
876, 1734
1734, 876
769, 2776
2776, 769
1286, 4234
4234, 1286
1809, 4009
4009, 1809
2328, 4574
4574, 2328
41, 2222
2222, 41
3668, 4379
4379, 3668
2501, 4502
4502, 2501
1153, 1611
1611, 1153
1338, 4774
4774, 1338
4065, 4200
4200, 4065
1211, 1966
1966, 1211
1385, 3839
3839, 1385
1409, 4425
4425, 1409
741, 3737
3737, 741
758, 3152
3152, 758
2444, 3594
3594, 2444
69, 82
82, 69
1373, 2674
2674, 1373
1945, 2311
2311, 1945
2335, 4748
4748, 2335
739, 4199
4199, 739
1584, 4025
4025, 1584
904, 4266
4266, 904
570, 2700
2700, 570
3143, 4103
4103, 3143
125, 3747
3747, 125
3217, 4052
4052, 3217
1387, 2141
2141, 1387
917, 3158
3158, 917
3480, 3873
3873, 3480
1117, 3219
3219, 1117
4221, 4258
4258, 4221
2335, 3004
3004, 2335
360, 4179
4179, 360
330, 1304
1304, 330
2931, 4755
4755, 2931
2344, 3497
3497, 2344
184, 3172
3172, 184
2708, 3370
3370, 2708
3248, 4812
4812, 3248
1419, 4092
4092, 1419
911, 1407
1407, 911
2573, 2953
2953, 2573
886, 4760
4760, 886
1068, 2522
2522, 1068
717, 1541
1541, 717
809, 4513
4513, 809
2841, 4838
4838, 2841
3154, 3837
3837, 3154
1091, 1193
1193, 1091
595, 3241
3241, 595
3812, 4746
4746, 3812
3199, 4519
4519, 3199
1956, 3334
3334, 1956
1355, 1424
1424, 1355
210, 1336
1336, 210
457, 1213
1213, 457
4140, 4403
4403, 4140
2657, 4320
4320, 2657
331, 2794
2794, 331
688, 4529
4529, 688
3661, 4176
4176, 3661
333, 2840
2840, 333
2697, 4658
4658, 2697
3381, 4536
4536, 3381
2505, 4838
4838, 2505
2185, 2416
2416, 2185
65, 3210
3210, 65
2781, 3201
3201, 2781
160, 4201
4201, 160
961, 3698
3698, 961
1152, 4232
4232, 1152
4476, 4860
4860, 4476
558, 4247
4247, 558
2882, 4946
4946, 2882
2924, 3105
3105, 2924
742, 3021
3021, 742
2705, 4495
4495, 2705
617, 1040
1040, 617
1009, 4304
4304, 1009
699, 3324
3324, 699
4088, 4347
4347, 4088
3794, 3900
3900, 3794
2352, 3818
3818, 2352
3136, 3900
3900, 3136
2587, 4624
4624, 2587
408, 1805
1805, 408
1306, 2955
2955, 1306
576, 1389
1389, 576
1956, 4757
4757, 1956
1644, 2950
2950, 1644
3755, 4322
4322, 3755
695, 3740
3740, 695
172, 2467
2467, 172
3642, 4418
4418, 3642
1921, 4921
4921, 1921
1522, 2960
2960, 1522
2127, 2545
2545, 2127
2713, 4332
4332, 2713
2513, 3520
3520, 2513
2573, 3571
3571, 2573
196, 3211
3211, 196
848, 922
922, 848
2005, 3464
3464, 2005
1584, 1744
1744, 1584
1275, 3618
3618, 1275
655, 3910
3910, 655
3119, 4619
4619, 3119
1252, 3607
3607, 1252
2857, 4619
4619, 2857
421, 1235
1235, 421
803, 1529
1529, 803
3445, 4789
4789, 3445
248, 4690
4690, 248
795, 887
887, 795
1140, 3551
3551, 1140
3550, 4024
4024, 3550
2321, 4989
4989, 2321
652, 1518
1518, 652
1532, 3782
3782, 1532
91, 4110
4110, 91
2869, 4979
4979, 2869
2426, 4409
4409, 2426
3083, 4938
4938, 3083
2093, 4199
4199, 2093
1017, 1242
1242, 1017
1497, 2633
2633, 1497
911, 2509
2509, 911
689, 3628
3628, 689
433, 2884
2884, 433
3215, 4461
4461, 3215
2251, 4943
4943, 2251
2136, 2741
2741, 2136
3285, 3702
3702, 3285
2180, 2259
2259, 2180
2031, 3856
3856, 2031
3321, 4298
4298, 3321
1213, 4163
4163, 1213
2312, 3317
3317, 2312
2448, 2454
2454, 2448
1807, 1869
1869, 1807
1607, 2747
2747, 1607
1746, 3845
3845, 1746
1524, 4964
4964, 1524
3738, 3805
3805, 3738
1601, 2932
2932, 1601
1649, 3912
3912, 1649
1525, 3876
3876, 1525
87, 503
503, 87
2765, 3420
3420, 2765
418, 4989
4989, 418
3828, 4637
4637, 3828
2799, 4724
4724, 2799
3041, 4257
4257, 3041
252, 755
755, 252
3366, 3825
3825, 3366
2507, 3569
3569, 2507
2498, 2517
2517, 2498
1787, 2691
2691, 1787
994, 1365
1365, 994
102, 1161
1161, 102
2168, 3322
3322, 2168
1191, 3599
3599, 1191
1199, 3460
3460, 1199
3594, 4591
4591, 3594
1295, 3922
3922, 1295
2916, 3215
3215, 2916
1198, 3989
3989, 1198
3242, 4139
4139, 3242
609, 1150
1150, 609
2406, 3086
3086, 2406
3335, 3549
3549, 3335
1124, 4979
4979, 1124
672, 2603
2603, 672
4400, 4812
4812, 4400
2570, 3867
3867, 2570
1830, 4057
4057, 1830
3351, 4432
4432, 3351
527, 4319
4319, 527
391, 1048
1048, 391
60, 130
130, 60
1307, 2188
2188, 1307
2126, 3045
3045, 2126
1185, 1444
1444, 1185
2441, 3056
3056, 2441
672, 4831
4831, 672
2153, 2774
2774, 2153
2632, 3940
3940, 2632
56, 4683
4683, 56
1633, 3647
3647, 1633
3580, 3864
3864, 3580
440, 2579
2579, 440
776, 1747
1747, 776
1113, 4550
4550, 1113
213, 2573
2573, 213
1448, 2554
2554, 1448
2272, 3755
3755, 2272
87, 4154
4154, 87
130, 4790
4790, 130
1090, 2846
2846, 1090
231, 2590
2590, 231
424, 541
541, 424
1763, 2565
2565, 1763
203, 2235
2235, 203
1554, 2549
2549, 1554
2098, 3201
3201, 2098
138, 1244
1244, 138
2975, 3474
3474, 2975
2180, 3011
3011, 2180
153, 4750
4750, 153
72, 624
624, 72
1391, 4248
4248, 1391
1630, 4264
4264, 1630
1573, 3730
3730, 1573
2789, 3469
3469, 2789
1657, 2677
2677, 1657
388, 2523
2523, 388
1293, 2400
2400, 1293
413, 3519
3519, 413
236, 439
439, 236
1619, 3324
3324, 1619
397, 1296
1296, 397
302, 2375
2375, 302
2287, 4362
4362, 2287
2161, 2745
2745, 2161
4583, 4733
4733, 4583
2764, 4701
4701, 2764
820, 1025
1025, 820
2798, 3531
3531, 2798
2492, 4013
4013, 2492
1770, 4028
4028, 1770
1109, 2067
2067, 1109
1606, 2873
2873, 1606
1829, 4608
4608, 1829
1781, 3628
3628, 1781
254, 4936
4936, 254
290, 4593
4593, 290
2040, 2576
2576, 2040
1744, 3746
3746, 1744
3741, 4050
4050, 3741
3559, 4009
4009, 3559
3273, 3423
3423, 3273
1127, 2996
2996, 1127
142, 2601
2601, 142
2923, 4707
4707, 2923
146, 1030
1030, 146
334, 3710
3710, 334
2168, 2330
2330, 2168
2784, 4548
4548, 2784
256, 1575
1575, 256
372, 969
969, 372
683, 2551
2551, 683
3664, 3779
3779, 3664
1107, 3818
3818, 1107
3022, 4312
4312, 3022
282, 3146
3146, 282
99, 1749
1749, 99
914, 1144
1144, 914
353, 2797
2797, 353
635, 1729
1729, 635
1428, 4748
4748, 1428
127, 4147
4147, 127
65, 2515
2515, 65
1274, 1837
1837, 1274
1440, 4758
4758, 1440
3451, 4960
4960, 3451
223, 4794
4794, 223
863, 3434
3434, 863
376, 1626
1626, 376
2158, 4220
4220, 2158
2600, 2875
2875, 2600
3091, 3112
3112, 3091
2354, 2819
2819, 2354
3321, 3574
3574, 3321
1328, 2423
2423, 1328
179, 1462
1462, 179
123, 1530
1530, 123
1207, 1904
1904, 1207
849, 2573
2573, 849
1164, 1453
1453, 1164
778, 3861
3861, 778
876, 986
986, 876
258, 2105
2105, 258
487, 652
652, 487
1068, 2095
2095, 1068
3179, 3467
3467, 3179
1481, 4893
4893, 1481
622, 1227
1227, 622
4004, 4489
4489, 4004
4207, 4848
4848, 4207
695, 951
951, 695
1467, 3682
3682, 1467
656, 996
996, 656
1294, 2973
2973, 1294
1550, 4848
4848, 1550
1909, 4000
4000, 1909
615, 2126
2126, 615
867, 2347
2347, 867
2830, 3821
3821, 2830
9, 1535
1535, 9
3385, 4982
4982, 3385
3681, 3812
3812, 3681
186, 3302
3302, 186
2274, 3724
3724, 2274
1286, 3620
3620, 1286
857, 2948
2948, 857
3368, 3473
3473, 3368
1506, 2805
2805, 1506
209, 4575
4575, 209
658, 4401
4401, 658
1489, 4329
4329, 1489
4220, 4628
4628, 4220
3958, 4628
4628, 3958
240, 1794
1794, 240
2063, 4951
4951, 2063
311, 1445
1445, 311
1730, 3987
3987, 1730
842, 1081
1081, 842
136, 4073
4073, 136
351, 1783
1783, 351
55, 701
701, 55
891, 973
973, 891
1889, 2704
2704, 1889
1111, 2410
2410, 1111
1133, 3889
3889, 1133
856, 4520
4520, 856
741, 2318
2318, 741
459, 2605
2605, 459
1424, 4977
4977, 1424
706, 2482
2482, 706
654, 4012
4012, 654
3594, 4835
4835, 3594
447, 2379
2379, 447
1501, 1790
1790, 1501
704, 4664
4664, 704
2861, 2971
2971, 2861
2713, 4039
4039, 2713
3571, 4824
4824, 3571
453, 4264
4264, 453
1124, 2190
2190, 1124
969, 4531
4531, 969
702, 4187
4187, 702
930, 2324
2324, 930
965, 4008
4008, 965
3019, 3156
3156, 3019
2855, 3691
3691, 2855
1501, 4018
4018, 1501
1394, 1677
1677, 1394
4091, 4836
4836, 4091
2138, 2360
2360, 2138
